título,dificuldade,area,matriculados,plataforma,tipo
Piano With Willie: Jazz Kids - Vol 2,Beginner Level,Musical Instruments,17,Udemy,
Practice guitar with no previous experience and become a pro,Beginner Level,Musical Instruments,26,Udemy,
The Music Coach Online Spirit Drum Course,Beginner Level,Musical Instruments,2,Udemy,
Make Electronic Music with the iPad,Beginner Level,Musical Instruments,13,Udemy,
Learn Loreena McKennitt Songs-Quicklessons Piano Course,All Levels,Musical Instruments,1,Udemy,
Guitar 201: Breakthroughs,Beginner Level,Musical Instruments,14,Udemy,
Major Scales and Modes for Chromatic Harmonica,All Levels,Musical Instruments,6,Udemy,
Play Guitar with Rhythm - 5 Easy Lessons,Beginner Level,Musical Instruments,31,Udemy,
Coaching Bundle: Guitar for Music Educators: Part 1,All Levels,Musical Instruments,1,Udemy,
Coaching Bundle: Guitar for Music Educators: Part 2,All Levels,Musical Instruments,1,Udemy,
Ukulele 3:  Intermediate,Intermediate Level,Musical Instruments,1,Udemy,
"Beginners Guitar Course - 'Try it and love it method""",Beginner Level,Musical Instruments,0,Udemy,
Coaching Course: Rhythm Instruction for Music Educators P1,All Levels,Musical Instruments,0,Udemy,
Learn Pirates of the Caribbean by Ear on the Piano,All Levels,Musical Instruments,0,Udemy,
Coaching Course: Rhythm Instruction for Music Educators P2,All Levels,Musical Instruments,0,Udemy,
4 Week Rhythm Mastery,Beginner Level,Musical Instruments,0,Udemy,
Tune that Sour Note on Your Piano,All Levels,Musical Instruments,0,Udemy,
Learn Vikings Soundtracks on the Piano by Ear,All Levels,Musical Instruments,0,Udemy,
Learn to Play Piano Like a Pro - Easy Piano Course 1,Beginner Level,Musical Instruments,0,Udemy,
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,Beginner Level,Musical Instruments,0,Udemy,
Instant Harmonica - play 12 bar blues Big Walter style now!,All Levels,Musical Instruments,31,Udemy,
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Intermediate Level,Musical Instruments,237,Udemy,
Spice up your playing with some easy Flamenco techniques! ,Intermediate Level,Musical Instruments,120,Udemy,
Beginners Guide to Playing Guitar - Step-by-step System,Beginner Level,Musical Instruments,384,Udemy,
Guitar Kick Start,Beginner Level,Musical Instruments,3160,Udemy,
Instant Harmonica – play Beethoven’s Ode to Joy right now!,Beginner Level,Musical Instruments,455,Udemy,
Funk Rhythm Guitar Techniques,All Levels,Musical Instruments,82,Udemy,
Flamenco Guitar,Beginner Level,Musical Instruments,136,Udemy,
Learn to play the Bouzouki - Greek Bouzouki Lessons,All Levels,Musical Instruments,63,Udemy,
Guitar Looper Basic Training,All Levels,Musical Instruments,64,Udemy,
Piano With Willie: Jazz Kids - Vol 1,Beginner Level,Musical Instruments,28,Udemy,
Instant Harmonica - play the Drunken Sailor sea shanty now! ,Beginner Level,Musical Instruments,27,Udemy,
Learn to Play Sweet Child of Mine,Intermediate Level,Musical Instruments,0,Udemy,
Bluegrass Guitar Essentials: Webisodes 1 & 2,Intermediate Level,Musical Instruments,970,Udemy,
Learn Monster GODJ,Beginner Level,Musical Instruments,991,Udemy,
What you can learn before Piano Lessons,Beginner Level,Musical Instruments,61,Udemy,
Learn to Play Tabla - The Indian drums,Beginner Level,Musical Instruments,1,Udemy,
Gitarre spielen wie die Profis,Beginner Level,Musical Instruments,1981,Udemy,
Curso de piano 101 - Tocando partituras y acordes -,All Levels,Musical Instruments,245,Udemy,
Sintetizadores e Síntese Subtrativa,All Levels,Musical Instruments,38,Udemy,
Spielend Klavier lernen mit Freude und Erfolg,Beginner Level,Musical Instruments,255,Udemy,
Curso de ejercicios técnicos al piano Vol.2,All Levels,Musical Instruments,62,Udemy,
Curso de ejercicios técnicos al piano Vol.1,All Levels,Musical Instruments,186,Udemy,
Aprende escalas y arpegios Vol.2 : Modo menor,All Levels,Musical Instruments,62,Udemy,
Instant Harmonica - play Blowing in the Wind + Popeye theme!,All Levels,Musical Instruments,13,Udemy,
Instant Harmonica - play jazzy Autumn Leaves now (part one),Beginner Level,Musical Instruments,25,Udemy,
Trumpet Lessons For Beginners,Beginner Level,Musical Instruments,17,Udemy,
Guitar - Rock - Beginner/Intermediate with Marc Seal,Beginner Level,Musical Instruments,36,Udemy,
Learn to play in the Key of G on any Bluegrass Instrument,All Levels,Musical Instruments,349,Udemy,
Beginner Guitar Method,Beginner Level,Musical Instruments,85,Udemy,
How to Play Dan Fogelberg Songs on Guitar,Intermediate Level,Musical Instruments,24,Udemy,
Jews Harp - Advanced course,Expert Level,Musical Instruments,26,Udemy,
Instant Harmonica - play jazzy Autumn Leaves now (part two),Beginner Level,Musical Instruments,19,Udemy,
Jazz Guitar Reharmonization for Autumn Leaves,All Levels,Musical Instruments,30,Udemy,
Tenor Saxophone Lessons For Beginners,Beginner Level,Musical Instruments,45,Udemy,
Mike G's Beginner Drum Course: Part 2,All Levels,Musical Instruments,305,Udemy,
Instant Harmonica - play Summertime + Drunken Sailor now!,All Levels,Musical Instruments,26,Udemy,
Add Slide To Your Guitar Playing,All Levels,Musical Instruments,75,Udemy,
Piano With Willie: Piano Chords Vol. 2,Intermediate Level,Musical Instruments,32,Udemy,
Drum Lessons For Beginners,Beginner Level,Musical Instruments,70,Udemy,
Classical Guitar Finger-Picking: Right Hand Arpeggios,All Levels,Musical Instruments,200,Udemy,
"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",Beginner Level,Musical Instruments,478,Udemy,
Play tunes on harmonica and learn how to bend some notes,Beginner Level,Musical Instruments,73,Udemy,
Instant Harmonica - play Yesterday + Scarborough Fair today!,All Levels,Musical Instruments,33,Udemy,
Violin lessons for beginners,Beginner Level,Musical Instruments,59,Udemy,
Old-Time Banjo for the Absolute Beginner,Beginner Level,Musical Instruments,192,Udemy,
"Learn Guitar The Easy Way, It's Faster",Beginner Level,Musical Instruments,57,Udemy,
Learn Oud 2,Intermediate Level,Musical Instruments,81,Udemy,
The Essentials of Acoustic Guitar Strumming Patterns,Beginner Level,Musical Instruments,2995,Udemy,
Acoustic Guitar After The Basics,Intermediate Level,Musical Instruments,181,Udemy,
Bossa Nova - Guitar for Beginners,Beginner Level,Musical Instruments,589,Udemy,
Piano With Willie: Piano Chords Vol. 1,Beginner Level,Musical Instruments,48,Udemy,
Instant Harmonica - play Summertime in 8 fun & easy lessons,Beginner Level,Musical Instruments,81,Udemy,
Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,All Levels,Musical Instruments,225,Udemy,
Play Autumn Leaves' falling notes on piano with no reading!,Intermediate Level,Musical Instruments,438,Udemy,
Learn Basics of South Indian Carnatic Flute - Level 2,Beginner Level,Musical Instruments,152,Udemy,
A Year's Worth of Piano Lessons in One Weekend,Beginner Level,Musical Instruments,244,Udemy,
Bones of the Blues - learn 4 cool tunes to expert level now!,All Levels,Musical Instruments,248,Udemy,
GUITAR #1: Beginner Basics and Beyond,Beginner Level,Musical Instruments,111,Udemy,
Pure Modal Magic: The Complete Guitar Modes Solution,All Levels,Musical Instruments,52,Udemy,
Aprende diferentes ritmos con la guitarra rítmica,All Levels,Musical Instruments,10,Udemy,
Aprender a tocar la batería sin salir de casa,All Levels,Musical Instruments,10,Udemy,
Aprende a tocar el bajo eléctrico ,All Levels,Musical Instruments,9,Udemy,
Aprende todos los secretos de la salsa para piano,All Levels,Musical Instruments,7,Udemy,
Aprende a tocar ritmos latinos en el teclado,All Levels,Musical Instruments,7,Udemy,
Ukulele lernen für Papas mit Aram sam sam,Beginner Level,Musical Instruments,1,Udemy,
Aprende a tocar la trompeta,All Levels,Musical Instruments,6,Udemy,
Curso de guitarra para principiantes.,Beginner Level,Musical Instruments,4,Udemy,
Aprende a tocar Jazz y Ritmos Latinos en la guitarra,All Levels,Musical Instruments,6,Udemy,
こどもギターレッスン　リトルギタリストⅢ（完結編）,Beginner Level,Musical Instruments,3,Udemy,
Aprende a tocar la flauta dulce de forma sencilla y gradual,All Levels,Musical Instruments,5,Udemy,
"Aprende a tocar jazz, salsa y blues en el piano",All Levels,Musical Instruments,5,Udemy,
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,All Levels,Web Development,43285,Udemy,
Learning Dynamic Website Design - PHP MySQL and JavaScript,All Levels,Web Development,47886,Udemy,
ChatBots: Messenger ChatBot with API.AI and Node.JS,All Levels,Web Development,2577,Udemy,
Projects in HTML5,Intermediate Level,Web Development,8777,Udemy,
Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,Beginner Level,Web Development,23764,Udemy,
How To Make A Wordpress Website 2017 | Divi Theme Tutorial,Beginner Level,Web Development,3541,Udemy,
Build Your Own Backend REST API using Django REST Framework,Intermediate Level,Web Development,2669,Udemy,
Angular and Firebase - Build a Web App with Typescript,All Levels,Web Development,1966,Udemy,
Web Development Masterclass - Complete Certificate Course,All Levels,Web Development,4090,Udemy,
Spring Boot Tutorial For Beginners,Beginner Level,Web Development,2578,Udemy,
The Complete Bootstrap Masterclass Course - Build 4 Projects,All Levels,Web Development,24978,Udemy,
Scaling Docker on AWS,All Levels,Web Development,3133,Udemy,
Learn JavaScript for beginners,Beginner Level,Web Development,15276,Udemy,
HTML Tutorial: HTML & CSS for Beginners,All Levels,Web Development,12458,Udemy,
Learn by Doing: Vue JS 2.0 the Right Way,Intermediate Level,Web Development,1087,Udemy,
Learn Complete Web Development From Scratch,All Levels,Web Development,14074,Udemy,
Introduction to Web Development: HTML,Beginner Level,Web Development,26800,Udemy,
Web Site for Beginners - Learn Web Building like knitting,Beginner Level,Web Development,9425,Udemy,
How To Make A Wordpress Website 2017 - Divi Theme Tutorial,Beginner Level,Web Development,2780,Udemy,
Web Programming with Python,All Levels,Web Development,35267,Udemy,
PHP Login and Registration System - Email Confirm Activation,All Levels,Web Development,2607,Udemy,
PSD to Responsive HTML5: Beginner to Advanced,All Levels,Web Development,1502,Udemy,
Ultimate Web Developer Course Build 10 Websites from Scratch,Beginner Level,Web Development,9359,Udemy,
Rapid Website Design with Bootstrap,Beginner Level,Web Development,14842,Udemy,
Build Enterprise Applications with Angular 2 (and Angular 4),Intermediate Level,Web Development,6082,Udemy,
Angular 4 (2+) Crash Course for Beginners,Beginner Level,Web Development,12366,Udemy,
Accelerated JavaScript Training,All Levels,Web Development,4720,Udemy,
"Beginner API development in Node, Express, ES6, & MongoDB",Beginner Level,Web Development,7057,Udemy,
React JS and Redux - Mastering Web Apps,All Levels,Web Development,16829,Udemy,
Web Development w/ Google’s Go (golang) Programming Language,Intermediate Level,Web Development,4872,Udemy,
Git a Web Developer Job: Mastering the Modern Workflow,Beginner Level,Web Development,5809,Udemy,
The Complete WordPress Website Business Course,All Levels,Web Development,13439,Udemy,
The Complete HTML and CSS Course For Beginners,All Levels,Web Development,733,Udemy,
Learn  Bootstrap Development By Building 10 Projects,All Levels,Web Development,14813,Udemy,
Advanced Javascript,Intermediate Level,Web Development,6601,Udemy,
Dissecting Ruby on Rails 5 - Become a Professional Developer,All Levels,Web Development,2804,Udemy,
The Complete Wordpress Course - Build Your Own Website Today,All Levels,Web Development,9421,Udemy,
JQuery Essentials core training for Dynamic Interactive web,All Levels,Web Development,9668,Udemy,
Node.js: The Essentials + API Frameworks Express KOA Sails,Beginner Level,Web Development,2760,Udemy,
The Complete PHP Bootcamp Course With Video Sharing Project,Beginner Level,Web Development,9831,Udemy,
Build a Single Page Application with jQuery & AJAX,Intermediate Level,Web Development,486,Udemy,
Practical CSS Website Development: Crash Course ,All Levels,Web Development,11170,Udemy,
Successful website creation - everything you need to know,All Levels,Web Development,9384,Udemy,
Start Writing JavaScript Today - Beginner JavaScript Course,Beginner Level,Web Development,9067,Udemy,
HTML5 Essentials for Beginners,Intermediate Level,Web Development,10247,Udemy,
Code a personal splash page in 1 hour,Beginner Level,Web Development,10610,Udemy,
Step-by-step HTML and CSS for Absolute Beginners,Beginner Level,Web Development,6162,Udemy,
Angular 4 Development Decoded,Intermediate Level,Web Development,1802,Udemy,
Javascript ES6! A Complete Reference Guide to Javascript ES6,Intermediate Level,Web Development,4783,Udemy,
Reactive JS:  Are you ready for the next big paradigm shift?,Intermediate Level,Web Development,2097,Udemy,
Learn Python and Django: Payment Processing,All Levels,Web Development,17714,Udemy,
Code your first Website using HTML & CSS: Project Learning,Beginner Level,Web Development,9554,Udemy,
"React.js: Building Production Ready Apps, Start to Finish",All Levels,Web Development,1129,Udemy,
Learn Object Oriented Programming PHP fundamentals bootcamp,All Levels,Web Development,22213,Udemy,
Javascript Intermediate level 2 - Mastering Functions,All Levels,Web Development,2412,Udemy,
1 Hour CSS,Beginner Level,Web Development,18324,Udemy,
"Become a Full Stack Developer with Spring, AWS and Stripe",Intermediate Level,Web Development,1696,Udemy,
Complete JQuery And JQuery UI Course For Beginner,Intermediate Level,Web Development,7169,Udemy,
Learn JavaScript for Web Development,Intermediate Level,Web Development,12893,Udemy,
"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",All Levels,Web Development,4708,Udemy,
Complete Wordpress Theme Development Course,All Levels,Web Development,1050,Udemy,
How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,All Levels,Web Development,7852,Udemy,
Build A Web App With Spring Framework and Angular 2,All Levels,Web Development,1683,Udemy,
Projects in Laravel: Learn Laravel Building 10 Projects,Intermediate Level,Web Development,119,Udemy,
Javascript Intermediate level 3 - JSON,All Levels,Web Development,1735,Udemy,
Develop Your First App in an Hour,Beginner Level,Web Development,3699,Udemy,
PHP: Ultimate guide to PHP for everyone,Beginner Level,Web Development,10103,Udemy,
JavaScript DOM Dynamic Web interactive content Boot Camp,All Levels,Web Development,7380,Udemy,
"Master JavaScript Programming, 3 Projects Included !!",All Levels,Web Development,3903,Udemy,
HTML CSS Learn to create a website from scratch,Beginner Level,Web Development,4892,Udemy,
Complete Codeigniter: From Beginner to Advanced,All Levels,Web Development,2786,Udemy,
HTML 5: How I made websites in HTML5,All Levels,Web Development,15064,Udemy,
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",All Levels,Web Development,22623,Udemy,
Complete React JS web developer with ES6 - Build 10 projects,Beginner Level,Web Development,952,Udemy,
Complete WordPress Theme Developer Course With Bootstrap,All Levels,Web Development,3415,Udemy,
The Complete Ethical Hacking Course 2.0: Python & Kali Linux,All Levels,Web Development,7827,Udemy,
Dynamic JavaScript Master Class AJAX JSON Simple APIs,Intermediate Level,Web Development,9773,Udemy,
Vue JS - Mastering Web Apps,All Levels,Web Development,13457,Udemy,
Angular NgRx Store Masterclass - Covers Angular 4,Intermediate Level,Web Development,1399,Udemy,
JavaScript the Basics - JavaScript for Beginners,Beginner Level,Web Development,4028,Udemy,
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",All Levels,Web Development,1371,Udemy,
"Learn SVG Animation - With HTML, CSS & Javascript",All Levels,Web Development,12953,Udemy,
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",All Levels,Web Development,5125,Udemy,
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,All Levels,Web Development,43285,Udemy,
CSS Development (with CSS3!),All Levels,Web Development,25864,Udemy,
Angular 2 & TypeScript Beginner Web Development,Beginner Level,Web Development,5211,Udemy,
The Docker for DevOps course: From development to production,All Levels,Web Development,8234,Udemy,
"Beginner Full Stack Web Development: HTML, CSS, React & Node",Beginner Level,Web Development,2687,Udemy,
